Id,Name,Tel,Add,Px,Py
293,新莊青年公園(牡丹心生態公園),886-2-29929891,新北市242新莊區壽山路(主要入口處:壽山路61號對面),121.40979,25.031
294,坪林觀魚步道,886-2-26657251,新北市232坪林區水柳腳,121.70458,24.93265
295,坪林茶產業文化館,886-2-26657227,新北市232坪林區坪林街103號2樓,121.71168,24.93634
296,烏來泰雅民族博物館,886-2-26618162,新北市233烏來區烏來街12號,121.5515,24.8641
297,內洞森林遊樂區,886-2-26617358,新北市233烏來區哪哮里,121.52558,24.83385
298,石門風力發電站(風車公園),886-2-26381721,新北市253石門區乾華里小坑12號,121.58182,25.29278
299,小白宮(新北市立淡水古蹟博物館),886-2-26282865,新北市251淡水區真理街15號,121.43627,25.1742
300,淡水藝術工坊,886-2-86317298,新北市251淡水區中正路298號,121.43744,25.17226
301,淡水文化園區-殼牌倉庫,886-2-26221928,新北市251淡水區鼻頭街22號,121.44698,25.16589
302,石門婚紗廣場,886-2-26381721,新北市253石門區尖鹿里臺2線24公里處(2號省道24.3公里處),121.53128,25.28763
303,新莊慈祐宮,886-2-22769370,新北市242新莊區新莊路218號,121.45288,25.03438
304,三空泉登山步道,886-2-26221020,新北市251淡水區三空泉,121.47152,25.16454
305,平溪藍染工作坊,886-2-24951551,新北市226平溪區白石里白石腳 24之1號,121.72109,25.02039
306,太平宮,886-2-22110081,新北市231新店區太平里太平路61號,121.53303,24.95915
307,十分風景特定區(十分遊客中心),886-2-24958409,新北市226平溪區南山坪136號,121.78285,25.04741
308,佛光山石門北海道場,886-2-26382885,新北市253石門區內石門靈山路106號,121.57069,25.25558
309,土城廣承岩寺,886-2-22603482,新北市236土城區金城路一段78號,121.4442,24.9727
310,大漢溪自行車道,886-2-26812106,新北市238樹林區環河路,121.42293,24.97378
311,金包里大路(魚路古道),886-2-24985965,新北市208金山區,121.58267,25.17065
312,獅頭山公園(獅頭山步道),886-2-24988980,新北市208金山區磺港路171-2號,121.64574,25.22533
313,雙溪老街,886-2-24931111,新北市227雙溪區長安街15號,121.86448,25.03461
314,山城美館展演藝廊,886-9-63663003,新北市224瑞芳區濂洞里洞頂路155-8號,121.86137,25.12239
315,桶後溪,886-2-23515441,新北市233烏來區桶後溪,121.63138,24.83681
316,天上山系步道,886-2-22732000,新北市236土城區天上山,121.45598,24.94614
317,三鶯藝術村,886-2-86772727,新北市239鶯歌區館前路300號,121.35824,24.95349
318,三鶯陶花源,886-2-86782277,新北市239鶯歌區館前路300號,121.35828,24.95324
319,八里十三行文化公園,886-2-89699596,新北市249八里區挖子尾街111號,121.41163,25.16486
320,酋長文創園區,886-2-26616551,新北市233烏來區烏來里瀑布路34號,121.55104,24.848
321,烏來瀑布遊客中心,886-2-26616942,新北市233烏來區瀑布路34號,121.55126,24.84845
322,烏來空中纜車,886-2-26616510,新北市233烏來區瀑布路1-1號,121.55159,24.84904
323,大羅蘭溪,886-2-26616442,新北市233烏來區福山部落,121.50069,24.77468
324,烏來遊客中心,886-2-26616355,新北市233烏來區烏來里烏來街45-1號,121.55198,24.86493
325,樹林原住民主題部落公園,886-2-89699596,新北市238樹林區鹿角溪濕地下游300公尺,121.41182,24.96983
326,泰山森林書屋,886-2-29603456#3972,新北市243泰山區辭修路9號,121.42748,25.0567
327,烏來林業生活館,886-2-26616780,新北市233烏來區瀑布路1-2號,121.55172,24.84851
328,烏來觀光台車,886-2-26617826,新北市233烏來區覽勝大橋與溫泉路口交會處,121.55109,24.86131
329,土城媽祖田運動公園,886-2-29603456,新北市236土城區,121.42038,24.96669
330,小赤壁,886-2-29112281,新北市231新店區碧潭風景區內,121.53468,24.95743
331,野柳海洋世界,886-2-24921111,新北市207萬里區野柳里港東路167-3號,121.69136,25.20519
332,三貂嶺瀑布步道,886-2-24972250,新北市224瑞芳區碩仁里魚寮路1號,121.81182,25.06158
333,三忠廟,886-2-24933327,新北市227雙溪區長安街15號,121.86478,25.03476
334,望古瀑布,886-2-24951510,新北市226平溪區慶和橋26號(望古車站旁),121.7588,25.03488
335,金龍山北峰寺,886-2-26950721,新北市221汐止區湖前街110巷101號,121.6313,25.07427
336,柚花香道,886-2-26102621,新北市249八里區荖阡坑路（北49鄉道）,121.39959,25.14154
337,中山溫泉公園,886-2-24985965,新北市208金山區溫泉路2巷10號,121.63998,25.22198
338,觀音山遊客中心,886-2-22928888,新北市248五股區凌雲路三段130號,121.41822,25.12955
339,錦和運動公園,886-2-22482688,新北市235中和區錦和路、中正路口,121.48865,24.99292
340,炮子崙瀑布,886-2-26623116,新北市222深坑區炮子崙,121.60703,24.98655
341,府中15新北市動畫故事館暨新北市紀錄片放映院,886-2-29657186,新北市220板橋區府中路15號,121.45962,25.00939
342,淡水禮拜堂,886-2-26214043,新北市251淡水區馬偕街8號,121.43843,25.17201
343,牧師樓,886-2-26281212,新北市251淡水區真理街32號,121.43447,25.17518
344,得忌利士商行,886-2-26299522,新北市251淡水區中正路316、316-1號,121.43692,25.17261
345,汐止金龍湖環湖步道,886-2-26411111,新北市221汐止區湖前路114巷101號,121.63235,25.07404
346,燦光寮古道,886-2-24972250,新北市227雙溪區金瓜石燦光寮山,121.86559,25.09299
347,圓通禪寺(圓通寺),886-2-22472350,新北市235中和區圓通路367巷64號,121.49279,24.98236
348,楓樹湖,886-2-26221020,新北市251淡水區楓樹湖,121.49918,25.18721
349,北新有機休閒農場,886-2-26231428,新北市251淡水區忠寮里7鄰演戲埔腳3之2號,121.47161,25.19226
350,南勢崗公園,886-2-29603456,新北市252三芝區淡金公路旁（台2線約17.3公里處）,121.47871,25.262
351,國立臺灣圖書館,886-2-29266888,新北市235中和區中和區中安街85號,121.51249,25.00143
352,中興街(韓國街),886-2-29282828,新北市234永和區中興街,121.5174,25.0117
353,平溪車站,886-2-24972033,新北市226平溪區中華街12號,121.74005,25.02557
354,大棟山,886-2-26812106,新北市238樹林區大棟山登山步道,121.38428,24.99599
355,橫山梯田,886-2-86355143,新北市252三芝區橫山里,121.51697,25.25446
356,金山跳石海岸,886-2-24985965,新北市208金山區北部濱海公路,121.63356,25.25741
357,萬金自行車道,886-2-29603456,新北市207萬里區金山區,121.64583,25.22167
358,卯澳漁港,886-2-24941601,新北市228貢寮區卯澳漁港,121.99152,25.01255
359,馬崗漁港,886-2-24941601,新北市228貢寮區福連里馬崗,122.00478,25.01378
360,新北市藝文中心,886-2-22534417,新北市220板橋區莊敬路62號,121.47234,25.02611
361,新北市衝浪運動教育園區,886-2-29603456,新北市208金山區海興路49號,121.6306,25.23972
362,水湳洞遊客中心(山城食堂),886-2-24961588,新北市224瑞芳區濂洞里洞頂路155-8號,121.86161,25.12193
363,富福頂山寺(貝殼廟),"886-2-26367002,886226367131",新北市252三芝區圓山里二坪頂69號,121.53965,25.23847
364,南天花苑,886-2-24931050,新北市227雙溪區新基北街64號,121.86883,25.03991
365,茶花莊,"886-2-24932631,886910090589",新北市227雙溪區梅竹蹊67號,121.84641,25.03141
366,鹿堀(窟)坪古道,886-2-24922064,新北市207萬里區鹿堀(窟)坪,121.62032,25.16934
367,鎮南宮,886-2-26623237,新北市222深坑區大崙腳8號,121.61505,24.99157
368,獅公髻尾山登山步道,886-2-26657251,新北市232坪林區漁光里,121.71818,24.97501
369,虎字碑,886-2-24941601,新北市228貢寮區草嶺古道,121.92594,24.98061
370,尖山湖紀念碑,886-2-26381721,新北市253石門區尖山湖紀念碑,121.56469,25.24074
371,桐花公園,886-2-22732000,新北市236土城區承天路90-1號,121.44427,24.95722
372,板橋農村公園,886-2-89656868,新北市220板橋區吳鳳路50巷46號,121.47097,25.03026
373,汪洋居古厝,886-2-26780202,新北市239鶯歌區文化路275、277、279號,121.35327,24.95267
374,丁蘭谷,886-2-24931111,新北市227雙溪區丁蘭谷,121.87594,25.01713
375,樹梅坪古道,886-2-24063270,新北市224瑞芳區102縣道18.7~18.8公里處,121.84961,25.10137
376,八連溪休閒步道,886-2-26362111,新北市252三芝區淡金公路18.5公里處(2號省道),121.49342,25.26008
377,虎豹潭,886-2-24931111,新北市227雙溪區雙泰產業道路虎豹潭,121.82761,24.9721
378,鴨鴨公園,886-2-29862345,新北市241三重區環河南路299號,121.49076,25.0487
379,土城區原住民族生態公園,886-2-29603456,新北市236土城區永寧路68巷 ‎,121.42953,24.95293
380,紫東社區(平溪區農會東勢生態教育會館),886-2-24952919,新北市226平溪區火燒寮6號(農會東勢生態教育會館),121.74657,25.00211
381,汪汪地瓜園產業故事館,886-9-61555515,新北市207萬里區加投路197-6號,121.64424,25.21498
382,觀音巖警報鐘亭,886-2-24951292,新北市226平溪區石底里觀音巖,121.73772,25.02581
383,敢部隊指揮部碉堡遺址(文史影像公園),886-2-29603456,新北市243泰山區明志路一段352巷巷底,121.42978,25.05946
384,鹿角溪公園,886-2-29603456,新北市238樹林區中洲街51巷,121.39607,24.97171
385,南寮福德宮,886-2-26834486,新北市238樹林區坡內里3鄰保安街二段45巷53號,121.41077,24.99583
386,李梅樹紀念館,886-2-26732333,新北市237三峽區中華路43巷10號,121.37286,24.93056
387,茶山房肥皂文化體驗館,886-2-26714400,新北市237三峽區白雞路64-11號,121.38411,24.91234
388,宏洲磁磚觀光工廠,886-2-86782786,新北市239鶯歌區中正三路230巷16號,121.3299,24.94018
389,下泰山巖,886-2-29099551,新北市243泰山區明志路一段254號,121.43203,25.06075
390,頂泰山巖,886-2-29018371,新北市243泰山區應化街32號,121.42349,25.04377
391,三峽歷史文物館,886-2-86743994,新北市237三峽區中山路18號,121.36934,24.93445
392,石門情人廟,886-2-26380741,新北市253石門區富基里楓林路42號,121.53982,25.28134
393,卯澳石頭古厝建築,886-2-24941601,新北市228貢寮區福連里,121.98926,25.01328
394,新北市滬尾防災宣導主題館,886-2-26263961,新北市251淡水區中正路15巷5號,121.43733,25.172
395,翡翠水庫,886-2-29112281,新北市231新店區新烏路三段43號,121.58104,24.90973
396,金瓜石地質公園 (本山礦體),886-2-24972250,新北市224瑞芳區102縣道18公里處,121.85878,25.10166
397,雙溪低碳驛站,886-2-24933782,新北市227雙溪區自強路,121.86646,25.03897
398,野柳燈塔,886-2-24922016,新北市207萬里區野柳燈塔,121.69725,25.21357
399,草嶺古道,886-2-24941601,新北市228貢寮區 遠望坑到宜蘭縣頭城鎮之大里之間,121.92955,24.99984
400,手信坊創意和菓子文化館,886-2-82620506,新北市236土城區國際路55號,121.46661,24.97804
401,紅樹林生態教育館,886-2-28082995,新北市251淡水區中正東路二段68號2樓,121.45878,25.15469
402,磺清大橋,886-2-24985965,新北市208金山區磺清大橋,121.63525,25.2298
403,琉榔路步道,886-2-24972250,新北市224瑞芳區瑞柑琉榔路,121.83261,25.10851
404,中角灣(中角灣國際衝浪基地),886-2-24082319,新北市208金山區台2線39公里處,121.6334,25.2412
405,泰平假日農夫市集(壽山宮假日農夫市集),886-9-21428065,新北市227雙溪區泰平里溪尾寮45號 壽山宮牌樓下,121.82142,24.96838
406,綠光農園,886-9-52600268 ,新北市232坪林區北宜路八段160號,121.7073,24.9344
407,福隆車站,886-2-24991800,新北市228貢寮區福隆里福隆街2號,121.94472,25.01589
408,磺港公共浴室(黃金之湯),886-2-4985965,新北市208金山區磺港路208號,121.64406,25.22779
409,野柳漁港,886-2-89526055,新北市207萬里區港西路,121.68721,25.20499
410,金山青年活動中心,886-2-24981190,新北市208金山區青年路1號,121.64199,25.22542
411,芑豐居(李芑豐古宅),886-9-22910111,新北市208金山區清水路21巷3號,121.62647,25.23057
412,遠望坑親水公園,886-2-24991210,新北市228貢寮區,121.92997,25.00253
413,旗竿湖教育農場,886-2-22932167,新北市248五股區御史路166-1號,121.42752,25.10372
414,新北市忠烈祠,886-2-26219049,新北市251淡水區中正路一段6巷31號,121.42828,25.17896
415,磺港漁港,886-2-89526055,新北市208金山區磺溪下游出海口,121.64774,25.23042
416,貂山古道(無緣之墓登山步道),886-2-24931111,新北市227雙溪區瑞芳區102縣道約17公里處,121.8563,25.0873
417,白雲派出所,886-2-26411111,新北市221汐止區 汐碇路436巷36號一帶,121.64544,25.03094
418,簡單生活藍染工作室,886-9-70558559,新北市237三峽區插角里90號,121.40694,24.87055
419,瑞芳火車站旅遊服務中心,886-2-24973813,新北市224瑞芳區明燈路3段82號,121.80619,25.10862
420,萬里漁村生活館,886-2-24922512,新北市207萬里區野柳里港東路167號,121.68922,25.20519
421,土城藝文館,886-2-22703379,新北市236土城區和平路24號,121.4432,24.97315
422,三才靈芝農場,886-2-26633995,新北市223石碇區中民里十八重溪52-1號,121.67503,25.01336
423,錦繡莊文化園區,886-9-12555471,新北市251淡水區瓦窯(磘)坑9號,121.479,25.18472
424,玉美人孕婦裝觀光工廠,886-2-89669762,新北市220板橋區四川路2段16巷10號5樓,121.45602,24.9973
425,廣安宮,886-2-24982510 ,新北市208金山區金包里街104號,121.63832,25.22189
426,馬偕墓園,886-2-26203850,新北市251淡水區真理街26號,121.43791,25.17705
427,木屐寮農莊,886-2-26360061,新北市252三芝區圓山村4鄰38號,121.52925,25.22606
428,吊腳樓,886-2-26631080,新北市223石碇區石碇東街,121.66033,24.99099
429,九份遊客中心,886-2-24063270,新北市224瑞芳區汽車路89號,121.84341,25.10982
430,山尖路步道,886-2-24972250,新北市224瑞芳區山尖路174號,121.84803,25.11209
431,石碇百年石頭屋,886-2-26631080,新北市223石碇區石碇東街53號,121.66094,24.99069
432,菁桐礦業生活館,886-2-24952749,新北市226平溪區菁桐里菁桐街113-117號,121.72429,25.02396
433,聖南寺,886-2-24933332,新北市227雙溪區聖南30號,121.85738,25.0507
434,聖明宮,886-2-24972819,新北市224瑞芳區街頂巷56號,121.84418,25.10792
435,十三層親水園區,886-2-24931111,新北市227雙溪區,121.85376,25.07851
436,直潭山登山步道,886-2-29112281,新北市231新店區直潭山,121.56798,24.92113
437,金溪駐在所,886-2-26657251,新北市232坪林區金瓜寮17號,121.68187,24.91594
438,雙溪車站,886-2-24932980,新北市227雙溪區新基里朝陽街1號,121.86653,25.03855
439,新店文史館,886-2-29115534,新北市231新店區北新路一段92號,121.54307,24.96827
440,義塚大墓公,886-2-22676225,新北市236土城區忠義路61號,121.4405,24.96806
441,五寮尖登山步道,886-2-26711017,新北市237三峽區五寮尖山,121.36563,24.87692
442,三重林氏古厝(崇德居),886-2-29862345,新北市241三重區自強路三段34巷12號,121.4865,25.07219
443,山仔腳公園,886-2-26812106,新北市238樹林區地政事務所旁,121.39374,24.97158
444,二坑隧道,886-2-29603456,新北市239鶯歌區建德二巷14號,121.3625,24.95944
445,文昌祠,886-2-29987556,新北市242新莊區文德里碧江街20號,121.45494,25.03446
446,理學堂大書院,886-2-26212121,新北市251淡水區真理街32號,121.43449,25.17603
447,新北市立圖書館林口東勢閱讀室,886-2-26007361,新北市244林口區麗園一街35號2樓,121.37749,25.06875
448,五股智光禪寺,886-2-22922069,新北市248五股區民義路二段21號,121.41927,25.09637
449,蘆堤寵物公園,886-2-29603456,新北市248五股區環提大道,121.45448,25.08736
450,左岸劇場,886-2-26102621,新北市249八里區觀海大道,121.42556,25.16234
451,挖子尾自然保留區,886-2-26102621,新北市249八里區挖子尾街,121.41644,25.16647
452,樂福卡丁小型賽車場,886-2-26102047,新北市249八里區荖阡坑路18之18號,121.39797,25.14211
453,淡水漁業生活文化影像館,886-2-26297584,新北市251淡水區中正路233-2號,121.43453,25.17368
454,滬尾水道,886-2-26221020,新北市251淡水區水源街二段346巷5號,121.46467,25.17502
455,三芝三板橋,886-2-26362111,新北市252三芝區北新路(往上走),121.51802,25.20721
456,櫻木花道,886-2-26362111,新北市252三芝區大湖路(鄉道北7線),121.47742,25.24855
457,香帥蛋糕芋製所, 886-2-26486558,新北市221汐止區汐萬路一段211巷26號,121.6511,25.07196
458,吳福洋襪子故事館,886-2-26035008,新北市244林口區工二工業區工九路3號,121.40141,25.07585
459,王鼎時間科藝體驗館,886-2-22286999,新北市236土城區大暖路136號,121.42366,24.956
460,琉傳天下琉星花園,886-2-26256972,新北市251淡水區忠寮里口湖子1-7號,121.47665,25.18952
461,谷垚陶坊生活藝術館,"886-2-86351580,886928803050",新北市252三芝區後厝里蘭陽街40號(芝蘭別墅),121.47523,25.24317
462,湳仔溝自行車道,886-2-29686911,新北市220板橋區環河道路,121.45267,25.00496
463,石碇北宜公路,886-2-26631080,新北市223石碇區石崁路與雙青公路交接口處,121.65301,24.99795
464,陳萬乞古厝,886-2-26411111,新北市221汐止區禮門街旁,121.65619,25.06837
465,彭園 (台陽公司附設醫院),886-2-24063270,新北市224瑞芳區豎崎路41號,121.84313,25.10936
466,富士坪古道,886-2-24922064,新北市207萬里區富士坪古道,121.61972,25.1559
467,番婆林觀光花園,"886-2-26362716,886921070169",新北市252三芝區錫板里17鄰番婆林44號,121.49455,25.23736
468,鶯歌老街,886-2-26780202,新北市239鶯歌區文化路、尖山埔路,121.35084,24.95199
469,坪之鄉自然生態茶園,886-9-78088250,新北市232坪林區粗窟村仁里13號,121.68715,24.92862
470,淡水八角塔,886-2-26203850,新北市251淡水區真理街26號,121.43747,25.17665
471,靈鷲山無生道場,886-2-24991100,新北市228貢寮區福連里香蘭街7-1號,121.97316,25.01777
472,三峽拱橋,886-2-26711017,新北市237三峽區,121.37384,24.93459
473,鐵道地景公園,886-2-26812106,新北市238樹林區山佳街28號,121.39449,24.97291
474,聖瑪莉丹麥麵包莊園,886-2-22689600,新北市236土城區中山路21號,121.41809,24.96305
475,樹林車站,886-2-26812052,新北市238樹林區鎮前街112號,121.4246,24.9914
476,碧龍宮,886-2-26795842,新北市239鶯歌區中正一路碧龍巷12號,121.36611,24.96247
477,幸運草地景溜滑梯,886-2-29862345,新北市241三重區疏洪東路一段,121.48119,25.05676
478,幸福水漾公園,886-2-29862345,新北市241三重區疏洪16路,121.47858,25.06062
479,金山舊機場遺址,886-2-24985965,新北市208金山區三界里三界壇路101號旁,121.62116,25.23029
480,安美得傷口照護產業文化館,886-2-22989952,新北市248五股區五權路七巷6號8樓,121.44844,25.06556
481,新旺集瓷,886-2-26789571,新北市239鶯歌區臺灣尖山埔路81號,121.3478,24.95117
482,宏德宮,886-2-26794029,新北市239鶯歌區中正一路303巷1號,121.35643,24.95781
483,蝙蝠洞公園,886-2-24972250,新北市224瑞芳區濱海公路海濱隧道,121.83212,25.12632
484,板橋火車站旅遊服務中心,886-2-29657806,新北市220板橋區縣民大道2段7號地下1樓,121.46337,25.01433
485,武聖廟,886-2-29912622,新北市242新莊區新莊路340號,121.45016,25.03362
486,茄苳瀑布,886-2-26411111,新北市221汐止區秀峰街上山(進馥記山莊後約1.5km),121.67608,25.05338
487,王子創意文具國,886-2-26033288,新北市244林口區粉寮路一段86號,121.39803,25.08029
488,馬崗潮間帶,886-2-24941601,新北市228貢寮區馬崗,122.00035,25.01594
489,疏洪生態公園,886-2-89699596,新北市248五股區成蘆大橋下,121.45659,25.09816
490,菁桐鐵道故事館,886-2-24951258,新北市226平溪區菁桐街54號,121.72343,25.02381
491,平溪石底橋,886-2-24951510,新北市226平溪區(平溪街與106縣道路交接處),121.73876,25.02467
492,水尾景觀公園,886-2-24985965,新北市208金山區中角海灘,121.6425,25.22104
493,東興宮,886-2-24991123,新北市228貢寮區福隆里東興街3號,121.95038,25.02048
494,江子翠河口景觀河濱公園,886-2-89699596,新北市220板橋區,121.46987,25.03651
495,莊貢生古厝,886-2-24932631,新北市227雙溪區梅竹蹊67號,121.84689,25.03113
496,大同山登山步道,886-2-26812106,新北市238樹林區大同山,121.4157,24.99008
497,雙溪區自行車道,886-2-24931111,新北市227雙溪區新基村朝陽街,121.86647,25.0391
498,平林休閒農場,886-2-24934016,新北市227雙溪區平林橋35號,121.85361,25.03685
499,筠園-鄧麗君墓園,886-2-24985900,新北市208金山區西湖里西勢湖18號,121.60173,25.24799
500,汐止老街,886-2-26411111,新北市221汐止區中正路,121.66237,25.07032
501,臺華窯,886-2-26780000,新北市239鶯歌區中正一路426號,121.34857,24.95089
502,台灣農林大寮茶文館,886-2-26681928,新北市237三峽區竹崙路142巷2號,121.43459,24.90957
503,新山夢湖,886-2-26411111,新北市221汐止區夢湖路,121.63604,25.1279
504,卯澳漁村,886-2-24991210,新北市228貢寮區福連里(濱海公路旁近三貂角),121.99164,25.01178
505,茶鄉桂花農園,886-2-26634011,新北市223石碇區隆盛村新興坑4號,121.65361,25.01671
506,青山香草教育農園,"886-2-86626699,886922162966",新北市222深坑區阿柔村大崙尾1-1號,121.61509,24.97549
507,响仁和鐘鼓廠,886-2-29927402,新北市242新莊區中正路171號,121.45428,25.0364
508,三協成糕餅博物館,886-2-26212177,新北市251淡水區中正路81號,121.44049,25.16943
509,李天祿布袋戲文物館,"886-2-26369174,886286353917",新北市252三芝區芝柏路26號,121.51209,25.25553
510,格頭雲瀑,886-2-26631080,新北市223石碇區格頭里,121.6226,24.94371
511,翡翠茶園,886-9-22803071,新北市223石碇區北宜路6段13股巷6號,121.63729,24.94324
512,藍染遊客服務中心,886-2-86743601,新北市237三峽區仁愛街47號,121.36865,24.93315
513,大華壺穴,886-2-24958409,新北市226平溪區大華車站周圍,121.80194,25.05346
514,連舉人古厝,886-2-24931111,新北市227雙溪區梅竹蹊路13號,121.86198,25.03585
515,淡水氣候觀測所,886-2-26221020,新北市251淡水區中正東路42巷6號,121.44931,25.1646
516,粗坑口登山步道,886-2-24972250,新北市224瑞芳區224粗坑口路16號,121.76219,25.08193
517,浮洲藝術河濱公園,886-2-89699596,新北市220板橋區環河道路,121.43854,24.99638
518,觀音臺,886-2-26657251,新北市232坪林區坪林里(坪林國中後方山頂上),121.71246,24.93933
519,虎寮潭,886-2-26656549,新北市232坪林區虎寮潭,121.73946,24.94828
520,粗石斛吊橋,886-2-26657251,新北市232坪林區粗石斛吊橋,121.74959,24.95255
521,漁光里步道,886-2-26657251,新北市232坪林區漁光里,121.72756,24.96797
522,金瓜寮茶香生態村,886-2-26657251,新北市232坪林區金瓜寮,121.68116,24.91844
523,空軍三重一村,886-2-29791815,新北市241三重區正義南路86巷,121.49949,25.05773
524,瑞三鑛業整煤廠,886-2-24974168,新北市224瑞芳區新北市瑞芳區柴寮路36-2號,121.82754,25.08665
525,新莊體育園區,886-2-29981382,新北市242新莊區和興街66號,121.44644,25.04138
526,連淨綠色科技概念館,886-2-29175526#2790,新北市231新店區寶興路45巷9弄4號1樓,121.54951,24.97477
527,永和樂華夜市,886-2-29282828,新北市234永和區樂華夜市,121.51173,25.00842
528,龜吼漁港,886-2-89526055,新北市207萬里區漁澳路85-3號(龜吼漁港安檢所),121.68895,25.19649
529,南雅奇岩(南雅奇石),886-2-24972250,新北市224瑞芳區南雅里濱海公路,121.8928,25.1196
530,板橋湳雅觀光夜市,886-2-29686911,新北市220板橋區南雅東路,121.45415,25.00665
531,十分瀑布公園,886-2-24958409 ,新北市226平溪區乾坑10號,121.78746,25.04897
532,草里漁港,886-2-28058476,新北市253石門區草里里淡金公路旁,121.60624,25.28236
533,滬尾馬偕醫館,886-2-26292515,新北市251淡水區馬偕街6號,121.43855,25.1718
534,大粗坑古道,886-2-24972250,新北市224瑞芳區大粗坑,121.84224,25.09123
535,新北市市民廣場,886-2-29603456,新北市220板橋區中山路一段161號,121.46529,25.0129
536,舊草嶺環狀自行車道,886-2-24991210,新北市228貢寮區,121.95831,25.0049
537,雲森瀑布,"886-2-26711017	",新北市237三峽區雲森瀑布,121.46603,24.83442
538,陽明山天籟渡假酒店,886-2-24080000,新北市208金山區名流路1-7號,121.59541,25.20194
539,坪林親水吊橋,886-2-26657251,新北市232坪林區坪林旅遊服務中心斜對面,121.70408,24.93501
540,坪林生態園區,886-2-26657251,新北市232坪林區水德里水聳淒坑19-1號旁(茶業博物館旁),121.71337,24.93469
